,mol,Eafw,Earev,dErxn,ETS,ERt,EPr,enan,HRt,HPr,HTS,Hafw,dH
672,6bbp4,10.58357479,21.46270654,-10.87913175,-1771142.415555088,-1771152.999121882,-1771163.8782454152,S,-1770893.0177506192,-1770902.46740865,-1770882.6067488,10.411001819185913,-9.44965803087689
673,6bbp5,9.678078617,19.35176467,-9.673686051,-1771143.5820943192,-1771153.260165626,-1771162.93384437,S,-1770893.002062894,-1770901.5060648622,-1770883.5342071021,9.467855791794136,-8.50400196830742
674,6cbp1,8.368466345,22.17053723,-13.80207088,-2223454.583722882,-2223462.952182906,-2223476.754243361,R,-2223204.3889819826,-2223217.073448909,-2223196.0638200804,8.325161902233958,-12.684466926380992
675,6cbp2,6.956570029,16.81474387,-9.858173837,-2223456.631912258,-2223463.588477032,-2223473.446643422,R,-2223205.132580148,-2223213.5073152618,-2223198.221196022,6.91138412617147,-8.37473511369899
676,6cbp3,12.86143418,23.347745,-10.48631082,-2223449.1777328467,-2223462.039157311,-2223472.52546021,R,-2223203.5807503914,-2223212.609977392,-2223191.010490103,12.570260288193822,-9.029227000661194
677,6cbp4,9.414524638,20.57164309,-11.15711845,-2223450.696932136,-2223460.111449663,-2223471.268559683,R,-2223201.7170486613,-2223211.565174907,-2223192.3903823937,9.326666267588735,-9.84812624566257
678,6cbp5,9.94979022,22.44287634,-12.49308612,-2223452.7915571784,-2223462.741339882,-2223475.234416563,R,-2223204.361999096,-2223215.357211794,-2223194.491910035,9.870089061092585,-10.995212697889656
679,6cbp1,8.721754179,20.11983626,-11.39808209,-2223454.348407007,-2223463.070154598,-2223474.468228074,S,-2223204.5370741067,-2223214.8953651697,-2223196.015501887,8.521572219673544,-10.358291062992066
680,6cbp2,6.631520121,19.17543451,-12.54391439,-2223455.3555589523,-2223461.987074064,-2223474.530978974,S,-2223203.605850751,-2223214.6242812816,-2223196.9222523924,6.6835983586497605,-11.018430530559272
681,6cbp3,8.099264781,20.80005653,-12.70079175,-2223454.7669555102,-2223462.866214173,-2223475.5669963327,S,-2223204.3350162087,-2223215.576839944,-2223196.277800649,8.057215559761971,-11.241823735181242
682,6cbp4,9.617210199,21.0560804,-11.438870199999998,-2223450.806746211,-2223460.423949145,-2223471.8628107063,S,-2223202.158814997,-2223212.100440084,-2223192.313198787,9.845616209786385,-9.941625087056309
683,6cbp5,12.08834251,22.52759012,-10.43924761,-2223449.011442962,-2223461.099776338,-2223471.539016062,S,-2223202.792599087,-2223211.5833726684,-2223190.8956559566,11.896943130530417,-8.790773581247777
684,6dbp1,8.309480455,11.7965506,-3.487070147,-1695955.795706724,-1695964.1051809022,-1695967.592248415,R,-1695659.455208983,-1695661.896846502,-1695651.1733452012,8.281863781856373,-2.441637519048527
685,6dbp2,7.2690697470000005,17.80871887,-10.53964913,-1695957.4441728669,-1695964.713237123,-1695975.2528782869,R,-1695659.913290553,-1695669.5901068419,-1695652.8676195012,7.045671051833779,-9.676816288847476
686,6dbp3,14.16477136,24.44400405,-10.27923269,-1695950.318180663,-1695964.48294132,-1695974.7621662489,R,-1695659.9019953911,-1695668.607427748,-1695645.8068882332,14.095107157947496,-8.705432356800884
687,6dbp4,8.627000248,22.55771057,-13.93071032,-1695952.1178764752,-1695960.744870207,-1695974.675570007,R,-1695655.900370498,-1695668.9274573382,-1695647.4390391419,8.461331356083974,-13.02708684024401
688,6dbp5,9.993715883,23.11933155,-13.12561567,-1695953.9941283849,-1695963.9878367193,-1695977.113442472,R,-1695659.2456209771,-1695671.035260069,-1695649.275757985,9.969862992176786,-11.789639091817662
689,6dbp1,8.812115542999999,12.09650013,-3.284384587,-1695955.2761292718,-1695964.0882381592,-1695967.372620265,S,-1695659.3165294942,-1695661.409899518,-1695650.6261573532,8.690372141078115,-2.093370023649186
690,6dbp2,6.850520928,19.74270307,-12.89218214,-1695956.8919649469,-1695963.7424807001,-1695976.634653105,S,-1695659.315901985,-1695670.5037599462,-1695652.1635544032,7.152347581693903,-11.187857961282134
691,6dbp3,8.407371933,22.420285999999997,-14.01291406,-1695956.075575738,-1695964.48294132,-1695978.495844799,S,-1695659.900740373,-1695672.197406737,-1695651.321437325,8.57930304785259,-12.296666363952681
692,6dbp4,9.17481602,21.23680313,-12.06198711,-1695952.885947491,-1695962.0607565802,-1695974.122734578,S,-1695657.5130686283,-1695668.111068129,-1695648.20585514,9.307213488267735,-10.597999500809237
693,6dbp5,12.53575676,23.95956674,-11.42380997,-1695949.5494821381,-1695962.085229431,-1695973.509030776,S,-1695657.124640557,-1695667.584588078,-1695644.6610567989,12.463583758100867,-10.45994752109982
694,6ebp1,8.435609859,25.00311499,-16.56750513,-2069561.213063944,-2069569.6486674312,-2069586.2161600492,R,-2069292.96175157,-2069308.2848938408,-2069284.5361882271,8.425563342869282,-15.323142270790413
695,6ebp2,6.787142471,25.98202977,-19.1948873,-2069562.996444522,-2069569.783581866,-2069588.978454667,R,-2069292.932258647,-2069310.8708584302,-2069286.2373651261,6.694893520791084,-17.93859978322871
696,6ebp3,6.50162566,24.58770372,-18.08607806,-2069554.8645553908,-2069561.3661761403,-2069579.452240538,R,-2069285.0130950669,-2069301.1118384618,-2069278.2742759162,6.738819150719792,-16.098743394948542
697,6ebp4,9.262667346,20.76303348,-11.50036613,-2069557.3168605631,-2069566.5795209121,-2069578.079878355,R,-2069289.6673293202,-2069299.8963535288,-2069280.7516814482,8.915647872025147,-10.229024208616465
698,6ebp5,10.45681787,22.96308169,-12.50626382,-2069558.4262964749,-2069568.883106451,-2069581.389360821,R,-2069292.175482793,-2069303.144340113,-2069281.668472097,10.507010695990175,-10.968857320025563
699,6ebp1,9.108927525,12.79805572,-3.689128198,-2069561.038616442,-2069570.1475370862,-2069573.836662497,S,-2069293.1123537298,-2069295.890963582,-2069284.3805659951,8.731787734664977,-2.778609852306545
700,6ebp2,6.7607870729999995,19.77407854,-13.01329147,-2069561.3379382351,-2069568.0987202013,-2069581.112001843,S,-2069291.486477911,-2069302.750264461,-2069284.665455081,6.8210228299722075,-11.263786549912766
701,6ebp3,8.554836659,23.21847805,-14.66364139,-2069559.926042985,-2069568.480873182,-2069583.144503494,S,-2069291.755679272,-2069304.8976002594,-2069283.136843157,8.61883611511439,-13.141920987283811
702,6ebp4,9.84185859,20.98579934,-11.14394075,-2069557.495073119,-2069567.336924275,-2069578.4808566058,S,-2069290.626163072,-2069300.314902032,-2069280.840787726,9.785375345963985,-9.68873896007426
703,6ebp5,18.77508346,13.93259285,4.8424906110000006,-2069553.033484129,-2069571.8085534093,-2069566.966066456,S,-2069295.1404628179,-2069288.835252386,-2069276.381708772,18.758754045935348,6.3052104318048805
704,6fbp1,8.289400152,13.96647836,-5.677078211,-1794601.0469762213,-1794609.336370111,-1794615.0134440344,R,-1794233.491737088,-1794237.861709764,-1794225.2763892598,8.21534782811068,-4.369972676038742
705,6fbp2,7.533878745,17.29102356,-9.757144811,-1794603.075712818,-1794610.609585872,-1794620.366723313,R,-1794234.6118406532,-1794242.969633024,-1794227.126913301,7.484927352285013,-8.357792370719835
706,6fbp3,13.876117,22.76416119,-8.88804419,-1794596.4335300531,-1794610.30963657,-1794619.1976740463,R,-1794234.255415541,-1794241.8325867162,-1794220.504810824,13.750604716828093,-7.577171175274998
707,6fbp4,8.544796508,22.19689262,-13.65209612,-1794597.983477283,-1794606.5282673358,-1794620.1803531402,R,-1794230.260693247,-1794242.6822339022,-1794221.863995318,8.396697928896174,-12.421540655195713
708,6fbp5,9.262039836,21.61958391,-12.35754407,-1794600.635330317,-1794609.8973631572,-1794622.2548978939,R,-1794233.883930213,-1794245.233685496,-1794224.6313100082,9.252620204817504,-11.349755282979459
709,6fbp1,9.386914222,14.89832993,-5.51141571,-1794600.127675536,-1794609.514582667,-1794615.0259942142,S,-1794233.5858634382,-1794237.852297129,-1794224.3106529093,9.27521052886732,-4.266433690907434
710,6fbp2,6.915781912999999,19.57390302,-12.65812111,-1794602.44067371,-1794609.356450399,-1794622.014561947,S,-1794233.4139259718,-1794244.631904365,-1794226.228320413,7.18560555879958,-11.217978393193334
711,6fbp3,8.451297596,21.66790214,-13.21660454,-1794601.8583453582,-1794610.30963657,-1794623.526231128,S,-1794234.254160523,-1794246.099647916,-1794225.8618551572,8.392305365763605,-11.845487392973155
712,6fbp4,9.442135055,21.23805815,-11.79592309,-1794598.539450257,-1794607.9815781799,-1794619.7774923618,S,-1794231.8112679862,-1794242.4582131892,-1794222.515977169,9.29529081727378,-10.646945202955976
713,6fbp5,13.44878305,24.31410959,-10.86532654,-1794594.3753005331,-1794607.8240734213,-1794618.689391756,S,-1794231.84640849,-1794241.3054791559,-1794218.557022888,13.289385602110997,-9.459070665761828
714,6gbp1,8.142562935,16.029101999999998,-7.8865390689999995,-1843909.191272022,-1843917.333828806,-1843925.220361918,R,-1843506.7051168953,-1843513.1270440011,-1843498.497299175,8.207817720249295,-6.421927105868235
715,6gbp2,7.806845366,20.40096051,-12.59411514,-1843909.9242025341,-1843917.7310420033,-1843930.325147633,R,-1843507.064679552,-1843518.0052989668,-1843499.0344468788,8.030232673278078,-10.940619414672256
716,6gbp3,13.12938072,28.33832785,-15.20894712,-1843902.6720810211,-1843915.801451828,-1843931.010387461,R,-1843504.7679966122,-1843518.8267082481,-1843491.853233883,12.914762729313225,-14.058711635880172
717,6gbp4,10.524588900000001,27.09962414,-16.57503525,-1843900.7575510622,-1843911.28213201,-1843927.857154736,R,-1843500.289464879,-1843515.365368604,-1843489.508860259,10.780604619998485,-15.075903724879026
718,6gbp5,9.737692017,26.10251159,-16.36481957,-1843906.3411261442,-1843916.078810806,-1843932.443618017,R,-1843505.308281861,-1843519.885315931,-1843495.509728826,9.798553035128862,-14.577034069923684
719,6gbp1,9.353656219,17.57591286,-8.222256638,-1843908.0385379891,-1843917.392187143,-1843925.61443757,S,-1843506.2118948211,-1843513.254428328,-1843496.86263823,9.349256591172889,-7.042533506872132
720,6gbp2,6.831068134,21.40309314,-14.57202501,-1843910.25301725,-1843917.0840802242,-1843931.656094222,S,-1843506.4616434032,-1843519.282907291,-1843499.230229687,7.231413716217503,-12.821263887919486
721,6gbp3,8.962090307999999,27.66752022,-18.70542991,-1843907.018208355,-1843915.980291893,-1843934.6857076741,S,-1843505.0378254822,-1843522.0357892741,-1843496.206263816,8.831561666214839,-16.99796379194595
722,6gbp4,8.896201813,23.43245878,-14.53625697,-1843906.303475604,-1843915.1996706969,-1843929.735916682,S,-1843504.4278867343,-1843517.2466405858,-1843495.3221036352,9.10578309907578,-12.81875385157764
723,6gbp5,8.707948971,28.12497462,-19.41702565,-1843899.4429197072,-1843908.1508621,-1843927.567873087,S,-1843497.535955387,-1843514.8577138227,-1843488.9171192718,8.61883611511439,-17.32175843580626
724,6hbp1,8.14758301,11.35227389,-3.2046908839999997,-1742139.028641222,-1742147.1762180782,-1742150.380906541,R,-1741865.656855408,-1741867.722615036,-1741857.631015298,8.02584011014551,-2.065759627847001
725,6hbp2,7.052578979,17.85138952,-10.79881054,-1742140.762448589,-1742147.8150222402,-1742158.6138246213,R,-1741866.520935301,-1741875.784223159,-1741859.412513349,7.108421951998025,-9.263287858106196
726,6hbp3,12.67443636,23.60125883,-10.92682247,-1742133.628298768,-1742146.30272555,-1742157.229539767,R,-1741864.818503384,-1741874.304556937,-1741852.412022945,12.406480439007282,-9.486053552944213
727,6hbp4,9.24572459,20.93999115,-11.69426656,-1742135.7944598359,-1742145.040177442,-1742156.734435166,R,-1741863.6582392429,-1741873.9073437403,-1741854.3573008452,9.30093839764595,-10.249104497488588
728,6hbp5,9.848761194,22.87146531,-13.02270411,-1742137.2728710403,-1742147.121624795,-1742160.144319072,R,-1741865.6399126654,-1741877.368683384,-1741856.085460631,9.554452034411952,-11.72877071867697
729,6hbp1,8.406116914,13.04090189,-4.634784975,-1742139.1328077158,-1742147.53891828,-1742152.1736997538,S,-1741865.914134098,-1741869.5329785012,-1741857.8155029442,8.098631153814495,-3.618844403186813
730,6hbp2,6.727529071,19.9566838,-13.22915473,-1742139.391341424,-1742146.1188654131,-1742159.3480101512,S,-1741864.7789703168,-1741876.552294175,-1741858.062113981,6.716856335755438,-11.7733238581568
731,6hbp3,8.008275907,22.21885546,-14.21057955,-1742138.7644599332,-1742146.772729791,-1742160.9832986048,S,-1741865.307332895,-1741878.0633358469,-1741857.2883953843,8.018937510671094,-12.756002951879054
732,6hbp4,9.374991542,21.83858471,-12.46359317,-1742134.811153233,-1742144.186137693,-1742156.649721451,S,-1741862.8487526332,-1741873.898558614,-1741853.260415113,9.58833752013743,-11.049805980874225
733,6hbp5,11.72062196,22.31674693,-10.59612498,-1742134.016726839,-1742145.7373399409,-1742156.333456915,S,-1741864.4746284522,-1741873.4298093908,-1741852.7515053141,11.72312313807197,-8.955180938588455
734,6ibp1,9.036763935,22.67756488,-13.64080095,-1762329.4708261,-1762338.507583209,-1762352.148373851,R,-1762069.6576272491,-1762082.3910398772,-1762060.9132893342,8.744337914977223,-12.73341262806207
735,6ibp2,6.654110462,23.53223278,-16.87812232,-1762331.384101041,-1762338.0382064772,-1762354.91631605,R,-1762069.6074265288,-1762084.9023308952,-1762062.588110855,7.019315673736855,-15.294904366368428
736,6ibp3,12.77546538,22.0626056,-9.287140215,-1762323.599224387,-1762336.374680118,-1762345.661813318,R,-1762067.6539910121,-1762075.645945636,-1762055.26194328,12.392047732137144,-7.991954623954371
737,6ibp4,10.21271669,28.26867429,-18.05595761,-1762324.603238787,-1762334.815947762,-1762352.8718917281,R,-1762066.3211618962,-1762083.036119129,-1762056.139200862,10.181961034191772,-16.71495723281987
738,6ibp5,10.31500073,21.19162245,-10.87662171,-1762327.654815054,-1762337.9698079962,-1762348.846421493,R,-1762069.2905344842,-1762078.7489776409,-1762059.17132435,10.119210134260356,-9.458443156676367
739,6ibp1,8.699791348,19.22312523,-10.52333388,-1762329.5944453732,-1762338.2942301491,-1762348.817556079,S,-1762069.555343282,-1762079.170663689,-1762061.046948751,8.508394530974329,-9.615320407086983
740,6ibp2,6.448914864,25.81511225,-19.36619739,-1762329.886237058,-1762336.3351470511,-1762355.7013298091,S,-1762067.6746988092,-1762085.681069564,-1762061.314895094,6.3598037152551115,-18.006370754912496
741,6ibp3,8.172683389,17.62611362,-9.453430226,-1762329.063572759,-1762337.2362499752,-1762346.68967306,S,-1762068.5249735038,-1762076.5031229302,-1762060.34476618,8.180207323748618,-7.978149426402524
742,6ibp4,11.44577281,20.837707100000003,-9.391934297,-1762324.818474374,-1762336.264238534,-1762345.656165737,S,-1762067.475150947,-1762075.693008811,-1762056.252152482,11.222998464945704,-8.217857863986865
743,6ibp5,13.90058987,26.90133115,-13.00074128,-1762324.989784331,-1762338.8903636988,-1762351.891095161,S,-1762070.443268517,-1762082.25738046,-1762056.447307781,13.995960735948756,-11.814111942891032
744,6jbp1,8.397959291,11.9289551,-3.53099581,-1936476.9752059071,-1936485.373158854,-1936488.904151997,R,-1936114.0999288962,-1936116.3834341469,-1936105.8820710322,8.217857863986865,-2.283505250699818
745,6jbp2,6.395576558999999,16.94652085,-10.550944300000001,-1936478.7209359452,-1936485.116507673,-1936495.6674439989,R,-1936113.9474442091,-1936122.992986444,-1936107.4841015092,6.463342699920759,-9.045542234787717
746,6jbp3,6.298940099999999,23.02206758,-16.72312748,-1936470.8312652882,-1936477.13020063,-1936493.8533154798,R,-1936106.660182192,-1936121.011940531,-1936099.8906151,6.769567091949284,-14.351758338976651
747,6jbp4,9.345498596,21.21735033,-11.87185174,-1936472.4910265931,-1936481.83651813,-1936493.708360901,R,-1936110.637334234,-1936121.1361873131,-1936101.41546197,9.221872264053673,-10.498853079043329
748,6jbp5,9.507396041,23.52846773,-14.02107169,-1936474.29385995,-1936483.801248809,-1936497.822309905,R,-1936112.5895147333,-1936124.8340978501,-1936103.4266283151,9.162886418169364,-12.244583116844296
749,6jbp1,8.481418051,11.76643015,-3.2850120960000004,-1936477.592674763,-1936486.0740864072,-1936489.3590960219,S,-1936114.8196817192,-1936117.042946106,-1936106.4926372892,8.327044429956004,-2.2232643868774176
750,6jbp2,6.5392762289999995,20.11105113,-13.571774900000001,-1936476.420487951,-1936482.95975924,-1936496.531523892,S,-1936111.804500974,-1936123.766077532,-1936105.772884466,6.031616508029401,-11.961576557951048
751,6jbp3,7.448537456,21.18973992,-13.74120246,-1936476.7223197802,-1936484.17085161,-1936497.9120436918,S,-1936112.991120493,-1936125.009172861,-1936105.370651197,7.6204692961182445,-12.018052367959172
752,6jbp4,11.0146738,22.35314248,-11.33846869,-1936472.1239338282,-1936483.138599305,-1936494.4770594263,S,-1936111.8189336811,-1936121.997129661,-1936101.010718665,10.8082150160335,-10.178195979911834
753,6jbp5,9.157245754,15.60553311,-6.448287355,-1936472.6635915681,-1936481.820830405,-1936488.2691128892,S,-1936110.463514241,-1936115.7458850031,-1936101.5911644902,8.87234975071624,-5.282370762201026
